ID_Venda;Data_Venda;ID_Cliente;ID_Produto;ID_Cidade;Quantidade;Preco_Unitario;Custo_Unitario;Receita;Desconto;Canal_Venda;Forma_Pagamento;Lucro_Real;Lucro_Real_1
21785;2024-09-01;14230;25;1;2;48.91;30.09;97.82;17.61;Site;Boleto;2.4199999999999946;20.029999999999994
21786;2025-06-08;2553;5;10;1;159.57;91.11;159.57;28.72;Site;PIX;39.739999999999995;39.739999999999995
21787;2025-10-01;4564;39;4;1;51.94;32.7;51.94;9.35;Site;Boleto;9.889999999999993;9.889999999999993
21788;2026-02-14;9096;45;7;4;178.05;69.48;712.2;43.44;Site;Crédito;260.52000000000004;390.84
21789;2025-02-02;16653;35;2;3;36.22;26.18;108.66;8.82;Site;Crédito;3.6599999999999966;21.30000000000001
21790;2025-05-20;17622;57;2;2;38.51;31.04;77.02;6.96;Marketplace;PIX;1.019999999999996;7.980000000000004
21791;2025-08-13;353;57;1;2;41.44;29.29;82.88;14.92;Site;Crédito;-5.540000000000006;9.379999999999995
21792;2024-07-15;14637;22;5;1;317.75;324.26;317.75;57.2;Marketplace;Boleto;-63.70999999999998;-63.70999999999998
21793;2024-06-01;17242;33;6;3;49.68;25.44;149.04;21.53;Marketplace;Boleto;8.129999999999981;51.18999999999998
21794;2024-12-22;11089;25;6;1;48.11;35.08;48.11;7.33;App;PIX;5.700000000000003;5.700000000000003
21795;2026-04-11;9509;25;2;3;46.56;33.82;139.68;25.14;App;PIX;-37.2;13.079999999999998
21798;2025-11-05;3410;45;8;1;178.29;78.69;178.29;32.09;Loja Física;Crédito;67.50999999999999;67.50999999999999
21799;2026-05-22;15043;57;6;2;41.81;26.94;83.62;2.65;Site;PIX;24.440000000000005;27.089999999999996
21801;2026-06-07;19194;16;10;1;257.02;101.72;257.02;41.81;Site;Crédito;113.48999999999998;113.48999999999998
21804;2024-09-04;18623;25;5;5;45.46;31.1;227.3;4.0;App;Crédito;51.80000000000001;67.80000000000001
21805;2025-03-08;19922;33;1;1;51.52;25.73;51.52;4.53;Marketplace;PIX;21.26;21.26
21806;2025-03-25;6360;45;3;2;159.62;78.68;319.24;30.38;Marketplace;Crédito;101.12;131.5
21807;2024-07-18;11873;38;4;2;51.5;31.5;103.0;18.54;Marketplace;PIX;2.9200000000000017;21.460000000000008
21808;2024-07-22;7232;5;2;1;173.99;82.4;173.99;31.32;Marketplace;Crédito;60.27000000000001;60.27000000000001
21809;2025-01-27;10725;39;7;3;51.31;31.18;153.93;22.36;Marketplace;Crédito;-6.6899999999999835;38.03
21810;2025-02-15;78;38;1;2;49.67;32.36;99.34;17.88;Marketplace;PIX;-1.1399999999999935;16.74000000000001
21811;2025-09-18;7886;47;3;3;266.89;260.8;800.67;2.78;Marketplace;PIX;9.92999999999995;15.489999999999895
21812;2024-08-21;18756;24;9;1;50.63;32.7;50.63;9.11;Marketplace;PIX;8.82;8.82
21813;2025-09-06;10516;57;2;1;38.18;31.92;38.18;6.87;Marketplace;Boleto;-0.610000000000003;-0.610000000000003
21814;2025-08-19;8342;38;5;1;47.13;27.49;47.13;8.48;Marketplace;Crédito;11.160000000000007;11.160000000000007
21815;2025-09-14;16952;1;4;2;48.91;26.4;97.82;17.61;Site;Crédito;9.799999999999997;27.409999999999997
21816;2025-03-02;13787;20;3;2;41.34;33.28;82.68;4.1;Site;Débito;7.920000000000002;12.02000000000001
21817;2024-09-30;6102;39;5;3;49.51;30.33;148.53;11.29;Marketplace;PIX;23.67;46.250000000000014
21819;2026-05-10;18223;12;1;1;298.15;260.78;298.15;53.67;Loja Física;Crédito;-16.30000000000001;-16.30000000000001
21820;2024-08-06;9803;3;2;4;400.91;227.2;1603.64;6.49;Loja Física;PIX;668.8800000000001;688.3500000000001
21821;2024-07-16;4733;39;1;1;48.8;29.65;48.8;8.78;Marketplace;PIX;10.369999999999997;10.369999999999997
21822;2025-04-24;14139;39;3;1;44.33;30.95;44.33;7.98;App;PIX;5.399999999999995;5.399999999999995
21824;2025-07-13;2797;57;8;3;35.85;26.76;107.55;19.36;Marketplace;Crédito;-30.809999999999995;7.910000000000011
21826;2024-11-08;14817;47;6;1;285.51;255.3;285.51;20.39;Marketplace;Crédito;9.819999999999993;9.819999999999993
21827;2024-09-24;11704;5;9;1;162.99;86.75;162.99;29.34;Site;PIX;46.900000000000006;46.900000000000006
21828;2024-06-17;13016;48;7;2;303.97;109.7;607.94;109.43;Site;PIX;169.68000000000004;279.11
21829;2026-02-23;8037;1;2;2;51.34;28.29;102.68;10.57;Site;PIX;24.960000000000008;35.530000000000015
21830;2026-01-20;9542;35;2;1;40.14;26.28;40.14;5.6;Marketplace;Crédito;8.259999999999998;8.259999999999998
21831;2024-08-03;13433;33;3;1;47.86;26.32;47.86;6.0;Marketplace;Boleto;15.54;15.54
21833;2026-03-04;16356;57;10;3;42.26;32.32;126.78;22.82;Marketplace;PIX;-38.640000000000015;7.0
21834;2026-04-11;1075;57;9;2;40.18;28.49;80.36;9.32;Loja Física;Débito;4.740000000000002;14.059999999999995
21836;2025-04-14;15232;33;9;2;51.24;27.64;102.48;2.57;Loja Física;Crédito;42.06;44.63000000000001
21838;2025-04-03;6731;2;8;1;360.27;339.3;360.27;64.85;Marketplace;Boleto;-43.88000000000005;-43.88000000000005
21839;2025-03-14;19230;33;5;2;48.48;26.24;96.96;2.22;Marketplace;PIX;40.04;42.26
21840;2026-02-04;13271;13;10;5;379.49;261.92;1897.45;89.16;Site;Crédito;142.04999999999995;498.6899999999998
21841;2026-02-20;3042;57;3;2;35.95;29.89;71.9;6.1;Marketplace;PIX;-0.0799999999999983;6.02000000000001
21842;2025-05-10;6708;38;7;6;49.12;32.33;294.72;17.16;App;PIX;-2.219999999999999;83.57999999999996
21843;2025-03-05;11936;1;9;1;52.91;26.71;52.91;3.77;Site;Crédito;22.429999999999993;22.429999999999993
21844;2025-01-14;13497;25;6;1;52.64;35.98;52.64;9.48;Marketplace;Débito;7.18;7.18
21845;2025-07-03;7331;57;3;2;42.45;28.27;84.9;0.76;App;PIX;26.84000000000001;27.6
21846;2025-10-18;19965;1;5;2;50.19;25.82;100.38;10.26;App;Débito;28.22;38.47999999999999
21847;2024-12-26;2719;43;7;7;323.25;262.78;2262.75;2.67;Site;PIX;404.60000000000014;420.6200000000001
21848;2025-02-28;5484;57;8;1;42.84;31.91;42.84;7.71;Site;Crédito;3.2200000000000024;3.2200000000000024
21849;2025-11-15;7295;31;4;8;198.34;104.43;1586.72;201.89;Marketplace;Crédito;-863.8399999999999;549.3899999999999
21850;2025-02-25;9625;20;2;4;48.5;31.73;194.0;34.92;Site;Boleto;-72.60000000000001;32.15999999999998
21851;2026-06-02;17499;39;10;1;48.06;32.09;48.06;3.4;Marketplace;Crédito;12.57;12.57
21852;2024-10-11;818;12;2;1;315.35;269.56;315.35;56.76;Marketplace;Crédito;-10.96999999999997;-10.96999999999997
21855;2025-02-14;12236;39;1;2;50.18;33.53;100.36;8.72;Site;PIX;15.86;24.58
21858;2024-12-13;8546;40;2;1;130.76;90.39;130.76;23.54;Site;PIX;16.83;16.83
21859;2025-02-05;16320;9;9;2;44.02;24.93;88.04;2.66;Site;Crédito;32.86;35.52000000000001
21860;2025-05-14;999999;25;5;2;45.22;32.6;90.44;16.28;Marketplace;PIX;-7.320000000000007;8.959999999999994
21861;2025-08-29;13360;20;2;1;43.24;32.96;43.24;7.78;Site;PIX;2.5;2.5
21862;2025-02-02;8858;5;3;2;151.02;77.49;302.04;54.37;Site;Crédito;38.32000000000002;92.69000000000003
21863;2025-12-28;10387;9;7;1;44.65;24.17;44.65;8.04;Site;PIX;12.439999999999998;12.439999999999998
21864;2025-03-25;2050;51;7;3;296.38;216.61;889.14;70.1;Loja Física;Débito;29.00999999999999;169.20999999999992
21865;2025-02-03;13583;48;10;1;270.4;120.19;270.4;25.44;Site;PIX;124.76999999999998;124.76999999999998
21866;2024-11-27;7123;20;1;6;42.18;32.68;253.08;25.9;Loja Física;Débito;-98.39999999999998;31.099999999999994
21867;2024-11-28;14317;40;10;3;120.17;88.48;360.51;45.39;Site;Boleto;-41.099999999999994;49.68000000000001
21869;2025-03-26;8377;33;6;1;49.35;25.14;49.35;8.88;Site;Boleto;15.329999999999998;15.329999999999998
21870;2025-05-30;13841;45;8;1;165.58;74.73;165.58;29.8;Marketplace;Crédito;61.05;61.05
21871;2026-03-21;18422;20;3;1;46.47;33.69;46.47;8.36;Site;Débito;4.420000000000002;4.420000000000002
21872;2025-08-17;919;24;3;1;55.4;28.29;55.4;9.97;Site;Crédito;17.14;17.14
21873;2025-03-08;13243;43;8;3;367.6;274.48;1102.8;40.63;Site;PIX;157.47000000000003;238.73000000000002
21874;2025-05-09;18991;35;8;1;37.17;23.91;37.17;6.69;Marketplace;PIX;6.57;6.57
21875;2025-07-26;19043;49;8;1;228.99;126.14;228.99;28.52;Site;Crédito;74.33;74.33
21876;2025-06-07;6869;58;1;1;166.15;75.33;166.15;29.91;Marketplace;PIX;60.91000000000001;60.91000000000001
21877;2025-05-05;16462;1;8;7;49.66;24.6;347.62;23.71;Site;PIX;9.44999999999996;151.71
21878;2026-01-26;13888;5;8;5;162.7;82.83;813.5;26.74;App;PIX;265.65;372.61
21879;2024-06-22;17421;51;2;1;299.98;234.47;299.98;54.0;Loja Física;Crédito;11.51000000000002;11.51000000000002
21881;2025-04-17;5703;38;7;1;51.45;27.63;51.45;9.26;Site;Débito;14.560000000000006;14.560000000000006
21882;2024-12-09;9630;45;8;1;154.16;79.45;154.16;27.75;Site;PIX;46.959999999999994;46.959999999999994
21883;2025-11-21;5890;33;2;1;53.96;25.74;53.96;3.4;Loja Física;Débito;24.820000000000004;24.820000000000004
21884;2025-12-16;15661;57;4;2;38.59;27.62;77.18;1.92;Site;Crédito;18.1;20.020000000000003
21885;2024-06-18;7245;20;7;1;48.54;32.49;48.54;8.74;Marketplace;PIX;7.309999999999995;7.309999999999995
21886;2026-04-08;803;34;6;1;444.21;322.76;444.21;55.86;Site;Crédito;65.58999999999997;65.58999999999997
21887;2025-01-08;5610;24;7;2;56.43;27.34;112.86;16.65;Site;Crédito;24.880000000000003;41.53000000000001
21888;2024-08-07;1571;43;1;3;373.15;309.62;1119.45;155.33;Site;Crédito;-275.4000000000001;35.25999999999976
21889;2026-01-03;10432;9;8;2;47.47;25.18;94.94;17.09;App;Crédito;10.399999999999999;27.489999999999995
21892;2025-04-19;96;16;1;1;285.93;116.32;285.93;14.38;Marketplace;PIX;155.23000000000002;155.23000000000002
21893;2024-10-25;14950;57;8;5;42.95;27.92;214.75;29.31;Loja Física;Crédito;-71.4;45.839999999999975
21894;2024-06-17;3031;38;10;6;50.13;27.44;300.78;0.35;App;PIX;134.04;135.79
21895;2026-02-14;11035;24;7;4;50.88;27.23;203.52;12.62;Site;PIX;44.12000000000002;81.98
21896;2025-02-21;7453;45;8;3;164.39;70.99;493.17;1.78;Site;PIX;274.85999999999996;278.42
21897;2025-04-12;18370;23;10;1;316.66;237.24;316.66;57.0;Marketplace;PIX;22.420000000000016;22.420000000000016
21898;2024-11-05;6490;38;1;8;44.46;26.97;355.68;9.6;Marketplace;PIX;63.120000000000005;130.32
21899;2026-03-21;3561;24;5;1;55.06;30.59;55.06;6.22;Marketplace;PIX;18.250000000000004;18.250000000000004
21901;2025-08-25;4832;38;5;2;46.48;30.71;92.96;9.9;Site;PIX;11.739999999999995;21.639999999999986
21903;2025-11-12;3086;58;3;8;156.67;82.2;1253.36;94.82;App;PIX;-162.80000000000007;500.93999999999994
21904;2026-03-27;2335;34;9;2;408.8;334.64;817.6;82.75;Site;Crédito;-17.17999999999995;65.57000000000005
21905;2026-03-04;12220;20;9;1;44.28;28.21;44.28;7.97;Site;PIX;8.100000000000001;8.100000000000001
21907;2025-11-20;12852;24;4;1;52.35;29.13;52.35;1.28;Marketplace;Crédito;21.94;21.94
21908;2024-07-19;13450;39;8;3;49.25;32.25;147.75;1.28;Marketplace;PIX;47.16;49.72
21909;2026-04-30;9829;39;7;1;45.16;32.93;45.16;3.95;Marketplace;PIX;8.279999999999994;8.279999999999994
21910;2024-10-26;9260;33;5;1;49.29;28.42;49.29;6.16;App;Crédito;14.709999999999994;14.709999999999994
21911;2026-04-02;19228;58;6;2;169.9;86.12;339.8;61.16;Site;Boleto;45.24000000000001;106.39999999999998
21912;2025-02-18;8089;46;3;3;333.82;273.27;1001.46;82.46;Marketplace;Crédito;-65.7299999999999;99.19000000000005
21913;2024-06-28;19954;40;6;4;122.7;84.43;490.8;82.92;App;Crédito;-178.60000000000002;70.15999999999997
21914;2025-08-02;16218;38;8;5;48.31;28.7;241.55;15.03;Marketplace;Crédito;22.900000000000006;83.02000000000001
21915;2025-05-16;63;2;10;1;347.69;337.47;347.69;28.28;Site;PIX;-18.06000000000006;-18.06000000000006
21916;2025-07-19;9166;25;9;2;51.53;31.1;103.06;18.55;Site;Crédito;3.760000000000005;22.310000000000002
21918;2025-03-27;7148;12;8;5;344.99;287.47;1724.95;194.41;Loja Física;Crédito;-684.45;93.18999999999983
21919;2026-06-10;11809;58;3;4;158.96;91.49;635.84;65.69;App;Crédito;7.120000000000061;204.1900000000001
21921;2026-04-06;7534;45;5;2;176.05;79.67;352.1;5.85;Marketplace;PIX;181.06000000000003;186.91
21922;2025-02-05;10268;24;4;5;54.38;28.37;271.9;35.82;App;Crédito;-49.04999999999998;94.23000000000005
21923;2025-05-09;1359;1;5;8;54.98;29.1;439.84;17.25;Site;Crédito;69.03999999999996;189.78999999999996
21924;2025-02-04;8510;33;6;3;50.76;25.92;152.28;19.63;Marketplace;Crédito;15.629999999999995;54.89
21926;2025-05-08;5087;46;1;5;341.53;325.3;1707.65;73.52;Marketplace;Crédito;-286.45000000000005;7.629999999999882
21929;2026-04-17;15139;33;2;1;53.23;26.34;53.23;9.58;Site;Crédito;17.31;17.31
21930;2026-03-29;4891;34;2;4;456.2;349.58;1824.8;252.11;Marketplace;Crédito;-581.96;174.37000000000012
21931;2025-07-29;19180;57;1;5;40.89;26.87;204.45;7.56;Site;Crédito;32.29999999999998;62.53999999999999
21932;2025-10-25;12397;20;9;3;44.09;28.1;132.27;15.33;App;Crédito;1.980000000000004;32.64
21933;2026-02-28;3270;35;3;1;39.15;28.15;39.15;7.05;Marketplace;PIX;3.950000000000003;3.950000000000003
21934;2024-10-05;7764;51;2;7;337.93;251.75;2365.51;21.16;Site;Boleto;455.1399999999999;582.1000000000004
21935;2025-06-16;18069;9;4;2;48.77;27.21;97.54;9.15;App;PIX;24.820000000000007;33.97
21936;2025-11-19;1620;47;6;4;274.51;279.77;1098.04;197.65;Marketplace;Crédito;-811.64;-218.68999999999994
21937;2024-12-07;14381;39;1;3;50.8;32.69;152.4;4.81;Site;Crédito;39.89999999999998;49.51999999999998
21938;2025-06-30;4090;24;9;1;52.34;30.17;52.34;9.42;Marketplace;Crédito;12.75;12.75
21939;2025-05-10;5385;23;9;5;278.63;261.38;1393.15;162.16;Site;PIX;-724.5500000000001;-75.91000000000008
21940;2025-03-25;10251;49;8;1;193.95;119.12;193.95;34.91;App;PIX;39.91999999999999;39.91999999999999
21942;2025-11-26;248;51;4;7;294.81;244.46;2063.67;6.3;App;PIX;308.3499999999999;346.14999999999986
21943;2025-02-02;4799;46;2;1;348.37;327.61;348.37;62.71;App;PIX;-41.94999999999999;-41.94999999999999
21944;2025-03-16;16795;3;8;1;352.68;255.45;352.68;63.48;Marketplace;Crédito;33.75;33.75
21945;2026-04-25;19566;40;7;1;134.47;84.11;134.47;24.2;Site;PIX;26.159999999999997;26.159999999999997
21946;2025-08-23;4214;40;4;1;141.28;97.42;141.28;23.82;Marketplace;Crédito;20.040000000000006;20.040000000000006
21948;2024-10-06;4371;45;6;1;164.52;70.2;164.52;29.61;Site;PIX;64.71000000000002;64.71000000000002
21949;2025-09-19;15926;47;1;5;302.07;269.1;1510.35;70.99;Site;Crédito;-190.10000000000014;93.8599999999999
21950;2025-06-15;5606;48;2;2;291.89;125.74;583.78;6.88;Site;PIX;318.53999999999996;325.41999999999996
21951;2025-07-26;9913;9;7;2;49.17;26.61;98.34;1.52;Site;Crédito;42.08;43.60000000000001
21952;2025-05-16;19423;51;3;2;290.65;234.95;581.3;104.63;App;Crédito;-97.86000000000001;6.769999999999982
21954;2025-09-08;17588;22;2;2;334.13;281.85;668.26;120.29;App;PIX;-136.0200000000001;-15.730000000000018
21955;2025-07-08;11499;57;10;1;41.44;26.98;41.44;2.54;Site;Boleto;11.919999999999998;11.919999999999998
21956;2025-02-25;2953;2;10;2;348.45;306.93;696.9;125.44;Marketplace;Crédito;-167.84000000000003;-42.39999999999998
21957;2024-12-13;15413;1;9;1;51.05;27.14;51.05;9.19;App;Crédito;14.719999999999999;14.719999999999999
21958;2025-02-24;17444;5;7;1;174.45;81.74;174.45;31.4;Site;PIX;61.30999999999999;61.30999999999999
21959;2025-05-30;9327;51;7;1;281.71;250.38;281.71;18.43;Site;Crédito;12.899999999999977;12.899999999999977
21960;2026-06-14;19593;5;10;3;176.64;81.57;529.92;73.47;Loja Física;Débito;64.80000000000001;211.73999999999995
21961;2026-01-12;14558;45;8;1;154.67;77.56;154.67;27.84;Marketplace;PIX;49.26999999999998;49.26999999999998
21962;2025-10-10;15486;1;8;1;55.3;24.95;55.3;6.05;Site;Débito;24.3;24.3
21963;2025-08-17;3662;35;9;1;34.56;26.19;34.56;6.22;Marketplace;PIX;2.150000000000002;2.150000000000002
21965;2025-08-27;98;1;8;1;47.85;27.63;47.85;8.61;App;PIX;11.610000000000003;11.610000000000003
21966;2024-07-30;14241;57;8;1;41.07;29.17;41.07;2.89;Loja Física;Débito;9.009999999999998;9.009999999999998
21968;2025-05-12;10721;2;5;2;310.89;314.93;621.78;36.86;App;PIX;-81.80000000000007;-44.940000000000055
21970;2025-02-04;18994;5;5;4;161.23;89.66;644.92;99.31;Site;Crédito;-110.96000000000004;186.9699999999999
21971;2024-10-26;1059;22;2;2;341.26;299.0;682.52;122.85;Marketplace;Crédito;-161.18;-38.33000000000004
21972;2025-06-09;7468;35;2;2;35.96;25.89;71.92;12.95;Site;PIX;-5.759999999999998;7.189999999999998
21973;2025-11-01;1068;57;5;8;41.75;28.4;334.0;30.71;Loja Física;Débito;-138.88;76.09000000000003
21974;2025-07-18;17968;57;3;3;38.75;31.51;116.25;17.78;Loja Física;Crédito;-31.620000000000005;3.9399999999999977
21975;2026-04-27;6053;9;1;3;46.42;22.88;139.26;2.9;Site;PIX;61.92;67.71999999999998
21976;2025-03-14;1519;58;9;1;166.61;83.08;166.61;29.99;App;Crédito;53.540000000000006;53.540000000000006
21977;2025-10-15;18048;58;2;1;153.24;86.36;153.24;27.58;Marketplace;Crédito;39.30000000000001;39.30000000000001
21978;2025-10-11;9354;58;10;2;144.82;86.83;289.64;35.28;Marketplace;Boleto;45.41999999999999;80.69999999999999
21979;2025-07-02;18320;43;2;3;313.71;293.15;941.13;134.9;Loja Física;Crédito;-343.02;-73.22000000000003
21980;2025-08-28;2937;60;4;3;271.49;105.04;814.47;21.75;Marketplace;PIX;434.1;477.6
21982;2025-08-06;8318;34;7;3;465.58;348.74;1396.74;195.11;Site;Débito;-234.81000000000017;155.41000000000008
21983;2025-02-19;18348;35;10;1;37.63;25.61;37.63;6.77;Site;PIX;5.2500000000000036;5.2500000000000036
21984;2026-02-15;1523;20;1;4;42.27;32.69;169.08;30.43;Site;Crédito;-83.39999999999998;7.890000000000015
21985;2024-09-11;19336;38;2;3;45.45;30.62;136.35;22.1;Marketplace;Boleto;-21.809999999999988;22.39000000000003
21986;2024-07-15;892;25;5;1;50.22;29.95;50.22;9.04;Loja Física;PIX;11.23;11.23
21987;2024-11-24;13814;35;2;2;36.99;25.75;73.98;13.32;App;PIX;-4.159999999999997;9.160000000000004
21990;2025-02-17;17812;33;9;3;54.13;24.88;162.39;29.23;Site;Crédito;0.060000000000002274;58.520000000000024
21991;2024-09-08;7465;39;1;4;43.17;32.1;172.68;31.08;Site;Crédito;-80.03999999999999;13.200000000000017
21992;2025-07-17;6777;22;1;1;299.31;293.73;299.31;53.88;Marketplace;PIX;-48.30000000000001;-48.30000000000001
21993;2024-11-11;19507;57;1;2;41.53;26.46;83.06;14.45;Marketplace;PIX;1.240000000000002;15.689999999999998
21994;2024-10-12;7402;9;4;2;50.63;23.74;101.26;18.23;Marketplace;PIX;17.320000000000014;35.550000000000004
21995;2025-08-21;8529;60;9;1;271.67;101.51;271.67;41.52;Marketplace;PIX;128.64;128.64
21997;2025-04-14;2894;9;7;1;46.54;24.91;46.54;8.38;Site;Crédito;13.249999999999996;13.249999999999996
21999;2025-06-27;437;39;3;3;50.02;30.99;150.06;5.36;App;Crédito;41.01000000000002;51.72999999999999
22000;2025-07-23;15880;33;9;2;49.16;27.92;98.32;17.7;Marketplace;Crédito;7.079999999999991;24.779999999999987
22001;2026-04-29;2625;25;9;3;50.54;31.31;151.62;5.45;App;PIX;41.33999999999999;52.24000000000002
22002;2026-03-28;178;57;5;2;37.83;28.13;75.66;1.84;Marketplace;Débito;15.719999999999992;17.559999999999995
22003;2026-05-30;8273;51;6;5;317.36;228.91;1586.8;23.56;Site;Boleto;324.45000000000005;418.6900000000003
22005;2025-12-26;16054;20;10;1;43.33;32.18;43.33;7.8;Site;Crédito;3.3500000000000014;3.3500000000000014
22006;2024-06-26;1272;51;4;1;284.59;221.25;284.59;51.23;Site;Crédito;12.109999999999985;12.109999999999985
22007;2024-10-20;500;40;1;2;122.71;94.89;245.42;42.59;Site;Boleto;-29.54000000000002;13.049999999999983
22008;2025-10-29;3235;38;5;1;50.48;30.17;50.48;9.09;App;Crédito;11.219999999999999;11.219999999999999
22009;2025-11-13;8076;9;1;6;45.6;27.1;273.6;13.22;Site;Crédito;31.680000000000007;97.77999999999997
22010;2024-09-22;15127;35;1;4;37.11;25.8;148.44;4.02;App;PIX;29.16000000000001;41.219999999999985
22012;2024-07-19;7361;24;5;1;49.2;32.05;49.2;1.53;Site;Crédito;15.620000000000005;15.620000000000005
22013;2024-09-13;14395;46;7;1;378.83;287.39;378.83;68.19;Site;PIX;23.25;23.25
22014;2025-08-21;14620;1;2;1;50.86;25.6;50.86;2.87;Marketplace;PIX;22.39;22.39
22015;2024-09-07;1926;20;6;2;44.01;30.3;88.02;1.36;Marketplace;PIX;24.699999999999996;26.059999999999995
22016;2024-06-20;8746;58;2;4;156.54;80.29;626.16;13.81;Site;PIX;249.75999999999993;291.19
22017;2024-09-27;9743;5;10;4;168.37;80.86;673.48;37.99;App;Crédito;198.07999999999998;312.05
22018;2025-03-03;4851;24;5;8;50.25;31.52;402.0;54.77;Site;PIX;-288.32000000000005;95.07000000000002
22019;2026-03-26;7052;57;4;2;35.83;31.59;71.66;0.88;Loja Física;PIX;6.719999999999992;7.600000000000001
22020;2025-10-04;263;57;10;6;36.54;28.34;219.24;6.77;Marketplace;PIX;8.580000000000013;42.43000000000001
22021;2024-06-29;7573;39;5;3;49.3;33.36;147.9;1.41;Site;Crédito;43.59000000000002;46.40999999999998
22022;2025-09-26;8856;35;2;2;39.98;24.91;79.96;14.39;Marketplace;Boleto;1.3599999999999923;15.749999999999993
22023;2025-03-04;4076;5;8;1;178.32;80.79;178.32;7.5;Site;Crédito;90.02999999999999;90.02999999999999
22024;2024-09-10;14213;9;8;5;44.6;26.47;223.0;0.24;App;Crédito;89.45000000000002;90.41
22025;2024-10-30;9741;45;6;5;167.14;73.2;835.7;13.08;Marketplace;PIX;404.29999999999984;456.6199999999999
22027;2024-07-15;14517;35;4;6;38.39;25.12;230.34;16.98;Site;PIX;-22.25999999999999;62.640000000000015
22028;2025-03-03;14878;38;1;4;45.94;28.31;183.76;7.87;Site;Débito;39.040000000000006;62.64999999999999
22029;2025-10-31;7802;40;9;1;135.15;100.28;135.15;10.52;App;PIX;24.35000000000001;24.35000000000001
22031;2025-10-22;999999;20;5;2;48.06;32.31;96.12;17.3;Marketplace;Crédito;-3.1000000000000014;14.200000000000003
22032;2024-12-28;16659;33;8;6;49.26;27.75;295.56;8.2;Site;Crédito;79.86000000000001;120.86000000000001
22036;2025-03-29;17195;9;8;2;51.41;22.99;102.82;18.51;Site;PIX;19.819999999999986;38.32999999999999
22037;2026-02-23;9690;48;9;2;307.58;114.71;615.16;33.24;Site;Boleto;319.26;352.5
22039;2025-10-07;9908;1;7;3;49.65;26.87;148.95;26.81;Marketplace;PIX;-12.090000000000003;41.52999999999999
22040;2025-02-02;6602;39;9;1;48.16;32.54;48.16;0.85;Site;Débito;14.769999999999996;14.769999999999996
22043;2025-09-18;2900;25;3;4;49.47;31.43;197.88;27.78;Site;Crédito;-38.96000000000001;44.379999999999995
22044;2025-12-26;11062;9;8;3;48.94;23.97;146.82;9.0;Site;Crédito;47.91;65.91
22045;2024-12-10;18477;2;4;1;344.5;321.29;344.5;62.01;Site;Boleto;-38.80000000000001;-38.80000000000001
22046;2026-02-23;6808;20;9;3;48.84;33.7;146.52;2.37;Marketplace;Crédito;38.31000000000002;43.05
22047;2025-02-22;3911;9;1;1;47.15;26.24;47.15;8.49;Marketplace;Crédito;12.419999999999998;12.419999999999998
22048;2025-04-17;10579;33;1;2;54.99;25.63;109.98;12.56;Marketplace;PIX;33.6;46.160000000000004
22049;2025-04-03;9203;1;4;4;52.46;24.82;209.84;20.59;App;PIX;28.200000000000003;89.97
22050;2025-10-22;9392;33;3;1;47.43;27.44;47.43;8.54;Marketplace;Crédito;11.45;11.45
22052;2024-12-04;353;46;10;2;346.28;295.26;692.56;22.84;Marketplace;PIX;56.360000000000014;79.19999999999993
22053;2026-01-04;8030;24;2;1;53.76;31.01;53.76;9.68;Site;Débito;13.069999999999997;13.069999999999997
22054;2025-12-30;3321;45;10;1;159.51;83.65;159.51;28.71;App;PIX;47.14999999999998;47.14999999999998
22055;2025-03-15;9574;33;10;1;48.02;26.47;48.02;8.64;Site;PIX;12.910000000000004;12.910000000000004
22056;2024-12-16;13814;39;2;4;44.63;32.72;178.52;32.13;Marketplace;PIX;-80.88;15.51000000000002
22058;2025-12-07;4357;5;1;6;171.23;84.66;1027.38;24.09;Loja Física;Débito;374.87999999999994;495.32999999999987
22059;2026-03-19;7676;57;8;1;38.21;31.35;38.21;6.88;Site;Débito;-0.019999999999999574;-0.019999999999999574
22061;2025-07-20;6426;25;3;2;48.51;35.14;97.02;5.83;Site;PIX;15.079999999999998;20.909999999999997
22063;2026-02-17;8537;47;9;5;286.67;249.6;1433.35;48.31;Marketplace;PIX;-56.19999999999982;137.0400000000002
22064;2025-05-20;14069;39;5;1;50.48;35.09;50.48;9.09;Site;Crédito;6.299999999999997;6.299999999999997
22065;2025-01-22;10701;23;5;3;317.93;253.08;953.79;50.89;Site;Crédito;41.88000000000011;143.65999999999997
22066;2026-01-16;3517;35;6;3;36.93;26.03;110.79;3.51;Marketplace;Boleto;22.17;29.189999999999984
22067;2024-08-10;18462;38;4;4;48.73;32.15;194.92;12.11;App;PIX;17.879999999999995;54.21000000000001
22068;2026-06-03;11283;9;7;5;51.1;25.84;255.5;36.31;App;Débito;-55.25;89.99000000000001
22069;2025-01-27;14818;40;7;2;126.15;99.94;252.3;45.41;Loja Física;PIX;-38.39999999999998;7.010000000000019
22071;2025-06-22;16320;33;6;2;54.02;28.22;108.04;1.72;Marketplace;Crédito;48.16000000000001;49.88000000000001
22073;2024-09-20;14017;35;9;1;39.39;26.82;39.39;4.79;Marketplace;PIX;7.780000000000001;7.780000000000001
22074;2026-04-15;9658;25;10;6;46.53;31.52;279.18;7.11;Marketplace;Crédito;47.400000000000006;82.94999999999999
22075;2024-08-20;18794;25;9;1;44.22;31.15;44.22;4.8;App;PIX;8.270000000000003;8.270000000000003
